HEADING,BODY,CATEGORY
even|pre|school|admiss|jee|like|entranc|exam|prakash|javadekar,new|delhi|number|pre|school|around|parent|want|kid|join|school|author|find|hard|pleas|lot|brain|storm|pre|school|associ|come|idea|jee|like|entranc|exam|admiss|gone|dai|entranc|exam|necessari|admiss|graduat|post|grad|colleg|kid|show|competit|spirit|right|earli|dai|report|caught|mr|admiteshwar|head|pre|school|associ|mumbai|sai|noth|worri|question|would|simpl|topic|kid|awar|e|g|gst|elect|english|premier|leagu|bollywood|collect|name|kid|nowadai|access|almost|new|test|give|unbias|platform|kid|show|knowledg|coach|center|come|across|citi|help|parent|prepar|kid|entranc|exam|fact|coach|center|surpass|pre|school|citi|even|coach|center|associ|plann|entranc|exam|admit|kid|facil|enough|counsel|center|open|kid|fail|clear|coach|center|entranc|exam|kid|definit|lucki|care|surround|even|parent|seem|happi|respons|collect|report|includ|kid|competit|right|beginn|ag|dint|coach|facil|kid|privileg|understand|would|even|suggest|quota|system|exam|kid|better|prepar|futur|well|time|tell|exam|success|least|hope|creat|fair|transpar|process|educ|system,SOCIETY
candid|ask|sbi|telephon|interview|postpon|interview|lunch|get|immedi|hire,mumbai|sbi|employee|punctual|india|never|miss|lunch|time|sometim|lunch|time|spread|throughout|dai|feel|lunch|keep|activ|motivat|whole|dai|work|sbi|employee|seldom|seen|turn|awai|custom|sai|lunchtim|visit|time|look|skill|futur|employee|also|sanil|jain|alwai|prepar|bank|job|final|got|interview|call|sbi|hr|team|requir|qualif|still|sure|clear|interview|made|excus|lunch|hr|manag|call|sometim|later|joyou|moment|hr|manag|found|exact|candid|look|gave|spot|offer|ask|sanil|join|immedi|sent|offer|letter|next|5|minut|given|50|salari|on|mention|job|ad|sanil|actual|fail|turn|job|next|dai|join|dai|alreadi|got|late|thought|finish|lunch|go|offic|got|call|hr|team|sai|select|employee|month|first|dai|join|rumor|sbi|employee|ask|increas|lunch|time|8th|pai|commis|employee|sai|increas|salari|concern|lunch|time|sure|increas,SOCIETY
boi|girl|busi|look|phone|realiz|date|wrong|person,bengaluru|mukesh|realiz|spent|three|hour|girl|know|never|met|ditto|case|unknown|girl|super|busi|phone|never|got|time|glanc|happen|dai|even|mukesh|take|break|googl|search|offic|book|tabl|candlelight|dinner|13th|floor|restaur|mg|road|date|girlfriend|sandhya|recent|shift|bengaluru|hyderabad|soon|enter|place|felt|crowd|week|dai|mai|mani|book|like|due|discount|offer|week|dai|restaur|manag|escort|tabl|unknown|girlfriend|wait|mukesh|told|roommat|reach|room|mukesh|add|fulli|engross|phone|said|hi|cheek|touch|order|someth|order|someth|share|soup|food|tasti|wi|fi|network|place|awesom|probabl|kept|us|fulli|busi|even|realiz|wrong|date|till|sandhya|text|said|mukesh|roommat|sorri|mukesh|android|phone|batteri|ran|insid|cab|yahan|itna|traffic|hota|hai|mujh|pata|nahin|tha|reach|pg|whitefield|start|morn|breakfast|sorri|spoil|todai|plan|meet|weekend|luv|u|sandhya|mukesh|roommat|hear|upset|sandhya|turn|restaur|aaj|toh|end|hota|mukesh|aur|sandhya|ka|mera|last|profil|pictur|ko|sandhya|ne|like|bhi|kiya|hai|know|mera|kuch|chanc|bhi|ban|sakta|tha|iss|whitefield|traffic|ne|sab|spoil|kar|diya|mukesh|roommat|think,SOCIETY
person|accus|rash|drive|drink|mumbai|sai|avoid|pothol,peopl|mumbai|fed|pothol|situat|gui|us|pothol|situat|benefit|talk|shwetank|srivastava|caught|traffic|polic|rash|drive|drink|shwetank|claim|avoid|pothol|seem|rash|drive|surpris|fact|mumbai|polic|believ|stori|let|go|fact|gave|full|descript|depth|length|pothol|try|avoid|drive|mumbai|polic|also|request|bmc|fill|pothol|immedi|peopl|like|shwetank|mani|us|excus|drive|roughli|shwetank|talk|fake|new|said|mai|look|drunk|total|control|driven|car|mani|time|drink|bit|becom|habituat|yesterdai|actual|avoid|pothol|fact|high|speed|polic|thought|drive|roughli|actual|polic|caught|mani|time|sure|would|drunk|yesterdai|time|drunk|honest,SOCIETY
coupl|file|divorc|follow|alterc|better|misal|pav|rajma|chawal,delhi|disgruntl|coupl|end|7|year|relationship|file|divorc|could|come|common|consensu|better|rajma|chawal|misal|pav|ankita|arora|rohan|deshmukh|fell|togeth|colleg|pune|got|marri|year|start|date|relationship|sail|smoothli|last|sundai|seriou|alterc|climax|point|file|divorc|differ|state|india|ankita|vishal|differ|food|prefer|never|becam|reason|argument|recent|ankita|saw|vishal|vote|misal|pav|best|food|poll|facebook|includ|rajma|chawal|option|well|try|everyth|convinc|vishal|ankita|cook|plate|delici|rajma|chawal|avail|later|even|vishal|order|misal|pav|two|dinner|date|coupl|approach|marriag|counselor|also|fail|reach|conclus|dish|better|suggest|coupl|misal|pav|breakfast|rajma|chawal|lunch|current|ankita|grant|seven|dai|rohan|chang|mind|fail|process|divorc|case|per|tacit|agreement|ankita|rohan|case|mai|seem|like|isolat|on|data|sai|increas|number|coupl|gett|separat|due|differ|food|prefer|anoth|coupl|chandigarh|file|divorc|due|on|tea|addict|case|rais|import|question|eat|stai|aliv|stai|aliv|eat,SOCIETY
bride|u|p|see|groom|chew|gutkha|ritual|cancel|marriag|sai|dint|share|gutkha,girl|refus|marri|man|chew|gutkha|murarpatti|villag|uttar|pradesh|ballia|district|leav|groom|surpris|rel|shock|weekend|incid|rais|hope|women|empower|u|p|reason|refus|shock|fake|new|found|girl|cancel|marriag|husband|dint|share|gutkha|us|gutkha|preval|across|countri|u|p|major|market|fact|first|decis|new|govern|u|p|took|come|power|ban|gutkha|pan|masala|govern|premis|bann|remot|villag|still|remain|distant|realiti|murapatti|villag|except|men|chew|gutkha|sinc|childhood|shwetank|singh|whose|marriag|fix|1|month|back|thought|bride|would|know|gutkha|eat|habit|dint|make|effort|tell|caught|ritual|go|girl|saw|shwetank|chew|gutkha|ask|panditji|stop|ritual|right|awai|even|start|walk|marriag|venu|leav|oarent|side|shock|later|parent|found|reason|shock|decis|appar|shwetank|wife|also|gutkha|lover|found|embarrass|husband|dint|share|fake|new|report|spoke|girl|todai|sai|marriag|base|share|thing|happi|sorrow|small|pleasur|life|gutkha|import|part|problem|husband|chew|gutkha|chew|without|even|offer|marri|person|know|art|eat|gutkha|togeth|wife|try|reach|govern|offici|comment|incid|busi|chew|gutkha|cant|speak,SOCIETY
delhi|gui|involv|road|rage|get|wildcard|entri|box|event|asian|game,yet|anoth|boost|india|chanc|gett|gold|asian|game|delhi|gui|rakesh|singh|surpris|particip|box|event|year|rakesh|involv|road|rage|chandni|chowk|car|brush|suv|busi|intersect|though|gui|suv|twice|size|rakesh|manag|throw|deft|punch|caught|surpris|usual|eyewitness|enjoi|road|rage|took|video|share|social|media|video|got|million|hit|social|media|sport|minist|rajavardhan|rathor|pretti|activ|social|media|help|comment|impress|video|sportsman|spot|budd|talent|snap|finger|gui|seriou|talent|tweet|speak|send|rocki|asian|game|mr|rathor|said|on|boxer|caught|stomach|bug|probabl|participat|schedul|event|spoken|author|game|open|last|minut|entri|repeat|road|rage|perform|sai|anoth|gold|talli|new|led|mani|young|men|delhi|share|rage|video|social|media|even|call|talent|hunt|line|indian|idol|take|road|rage|serious,SOCIETY
girl|patch|boyfriend|notic|he|sad|breakup,pune|surpris|incid|girl|patch|ex|boyfriend|within|hour|breakup|boyfriend|show|sign|heartach|tanuja|softwar|engin|pune|base|mnc|see|startup|manag|gui|vivek|sinc|past|seven|month|gala|time|vivek|got|engross|work|fail|provid|enough|time|tanuja|even|multipl|bluff|breakup|threat|constant|cribb|sarcast|taunt|flopp|gett|vivek|attent|tanuja|final|decid|call|thing|howev|go|plann|fact|went|total|opposit|direct|tanuja|expect|vivek|feel|guilti|abl|commit|time|attent|tanuja|truth|told|turn|focus|toward|work|breakup|tanuja|even|disturb|realiz|breakup|make|vivek|sad|decid|make|thing|miser|patch|fake|new|report|spoke|tanuja|flatmat|neha|tanuja|usual|share|secret|neha|provid|us|insight|woman|mind|sai|look|thumb|rule|boyfriend|happi|relationship|good|happi|even|nagg|probabl|see|someon|els|essenti|must|make|sure|suffer|time|also|feel|guilti|apologet|even|mistak|breakup|on|call|begg|forgiv|tanuja|bad|time|thing|roll|anticipat|suggest|get|back|vivek|dump|lesser|workload|wai|learn|lesson|life|tanuja|vivek|stori|lot|tell|dai|peopl|see|love|attract|also|try|micro|manag|tanuja|exactli|try|vivek|sooner|later|learn|relationship|cannot|remot|control|like|televis|set|howev|millenni|get|peopl|learn|gett|first|heartbreak|technolog|blame,SOCIETY
delhi|construct|new|sky|scraper|help|swachh|bharat,move|burj|khalifa|empir|state|build|eiffel|tower|countri|soon|first|construct|sky|scraper|us|scrape|wast|resourc|could|heard|reusabl|resourc|green|construct|whatev|countri|set|goal|environ|send|shiver|everi|singl|develop|countri|especi|organ|campaign|global|warm|green|tribun|ye|delhi|garbag|dump|8|meter|short|reach|qutub|minar|altitud|achiev|progress|ten|fold|scheme|like|swachh|bharat|focus|take|selfi|clean|tissu|paper|toilet|post|fb|on|reason|garbag|dump|growth|per|variou|gov|offici|take|care|wast|manag|delhi|alreadi|surpass|toxic|level|live|terrorist|toi|idea|reseach|delhi|air|pollut|easi|mean|kill|wast|manag|offici|concentr|dump|ghazipur|could|build|sky|scraper|on|climb|get|wit|beauti|toxic|smog|smell|thousand|unwash|underwear|inhal|cancer|free|cost|final|appli|insur|instant,SOCIETY
bishop|imam|protest|sc|quash|section|377,entir|nation|welcom|rule|suprem|court|quash|section|377|voic|heard|protest|vocifer|come|togeth|delhi|archbishop|anil|couto|archdioces|gandhinagar|archbishop|thoma|macwan|imam|noor|ur|rahman|barkati|kolkata|anil|couto|earlier|want|christian|prai|fast|everi|fridai|spiritu|renew|nation|ahead|next|year|gener|elect|thoma|macwan|issu|direct|defeat|nationalist|forc|prevent|take|countri|direct|radic|imam|barkati|earlier|new|warn|jihad|india|india|declar|hindu|state|detail|object|articul|three|anil|couto|view|scrapp|coloni|era|act|section|377|directli|infring|minor|religion|homosexu|sin|book|church|never|accept|unnatur|practic|human|order|god|homosexu|also|treat|wai|islam|explain|see|nation|celebrat|verdict|even|rss|said|homosexu|crime|unnatur|hindu|constantli|evolv|practic|custom|howev|abraham|religion|doctrin|fix|cannot|amend|wai|like|countri|amend|constitut|reason|second|imam|barkati|felt|poor|minor|vulner|becom|victim|homosexu|predat|would|deviat|main|stream|mai|result|ever|increas|popul|muslim|india|clever|ploi|modi|govern|prune|minor|popul|cji|modi|man|plai|role|liber|further|hindutva|agenda|archdioces|gandhinagar|jump|discuss|yesterdai|saw|ashok|row|kavi|oldest|self|proclaim|gai|celebrat|televis|know|staunch|support|rss|entir|drama|orchestrat|rss|intend|legalis|promot|sex|marriag|reduc|popul|question|reduc|popul|even|hindu|would|reduc|imam|barkati|becam|angri|shout|alreadi|mani|even|continu|import|bangladeshi|allow|polygami|seven|decad|hindu|remain|70|countri|rate|reduct|growth|rate|would|equal|thu|put|minor|disadvantag|posit|long|run|add|modi|govern|bring|amend|constitut|keep|secion|377|wai|overrul|sc|st|rule|suprem|court|option|initi|jihad|anil|couto|ask|barkati|jihad|barkati|scratch|beard|said|everybodi,SOCIETY
femal|favour|whatsapp|talk,definit|ordinari|case|uttar|pradesh|amroha|district|marriag|allegedli|broken|issu|unclear|howev|excess|us|whatsapp|dowri|demand|alleg|bizarr|develop|whatsapp|seem|overshadow|dowri|demand|right|could|warn|signal|femal|normal|keep|emotion|involv|onlin|applic|though|wide|us|handi|method|shelter|uninterrupt|convers|femal|despit|know|phrase|excess|everyth|bad|hook|applic|even|limit|modern|dai|faster|applic|revolutionis|cours|women|natur|earlier|us|pass|free|time|face|face|group|convers|tendenc|complet|revers|prompt|conclud|impromptu|talk|whatsapp|wai|seemingli|get|tire|type|mix|alphabet|along|emoji|begin|resort|voic|messag|said|finger|turn|tire|women|mouth|never|tire|continu|pander|voic|messag|full|mean|loud|irregularli|growli|switch|dizzi|speed|accord|receiv|hesit|stepp|line|naughti|fun|acerb|jibe|peculiar|advers|situat|marriag|point|caus|alleg|bride|remain|terribl|connect|whatsapp|bridegroom|side|claim|marriag|snapp|ow|bride|whatsapp|addict|send|messag|law|even|wedd|femal|direct|affin|electron|devic|like|social|media|appear|increas,SOCIETY
ptm|dissect|dai|student,lengthi|wait|turn|came|know|teacher|exact|opinion|regard|ward|studi|junior|class|on|prestigi|school|canton|area|stand|class|teacher|busi|convers|parent|moment|turn|face|lost|time|ask|boi|madam|occas|definit|school|parent|teacher|meet|blink|paus|utter|lazi|boi|much|bitter|conclus|direct|tell|would|decid|sai|upon|hear|class|teacher|on|word|postul|boi|father|add|shy|second|later|genial|teacher|without|delai|proceed|speak|shy|lazi|littl|student|feel|utterli|relax|face|enough|embarrass|father|becam|dysphoric|tear|sting|eye|listen|hard|wai|teacher|tell|ward|flaw|caus|even|talk|stylish|mother|maintain|silenc|time|parent|listen|ward|stori|fear|anxieti|suppos|think|unexpect|ward|precoci|mind|ponder|jesu|christ|certainli|die|kind|disobedi|ptm|cours|dai|apprais|everi|individu|student|teacher|pupil|parent|stand|face|face|time|class|teacher|speak|other|listen|attent|undeni|kabir|couplet|valu|tutor|rebound|parent|mind|found|stand|meekli|teacher|long|fume|continu,SOCIETY
road|mishap|due|biker|break|lane|rule,road|accid|near|hinjewadi|fake|new|report|pull|depth|inform|exactli|happen|caus|quit|bizarr|interview|project|manag|nearbi|compani|express|disbelief|biker|disciplin|mr|vishwanathan|said|return|offic|brand|new|maruti|alto|explain|base|experi|biker|drive|across|lane|sure|biker|ahead|take|serpentin|rout|win|race|reach|home|first|kept|drive|new|alto|consist|speed|shock|vishwanathan|said|gui|bike|complet|unawar|two|wheeler|drive|rule|india|stuck|lane|bang|alto|dash|funki|sport|bike|mr|project|manag|busi|gett|damag|alto|repair|meanwhil|sport|bike|rider|appar|unawar|incid|chanc|bike|gett|damag|maruti|alto|check|mr|vishwanathan|file|fir|biker|told|us|lodg|complaint|sure|biker|fellow|sachin|fan|wear|helmet|time|incid,SOCIETY
shelter|home|incid|shock,shelter|home|abus|case|erupt|like|seismic|disturb|whether|bihar|uttar|pradesh|strong|affin|intens|shelter|home|abus|case|none|defi|whatev|wai|noth|less|seismic|activ|rival|parti|bent|upon|rais|seriou|slip|shield|girl|on|hand|nitish|kumar|chief|minist|bihar|hold|system|respons|muzzafarpur|episod|anoth|hand|rita|bahuguna|joshi|minist|child|welfar|women|point|finger|closur|girl|shelter|home|deoria|despit|strict|order|total|42|girl|reportedli|stai|hous|mani|18|miss|24|rescu|bihar|figur|littl|bigger|howev|union|minist|maneka|gandhi|rais|demand|centralis|shelter|home|hapless|girl|ultim|suffer|victim|pertin|case|offer|depend|shelter|govt|run|shelter|home|made|confid|gett|help|hand|continu|home|wholli|intent|driven|govern|machineri|redund|notic|immor|thing|tata|institut|report|bihar|case|open|time|consum|close|eye|case|remain|runn|despit|plain|report|illeg|prove|cbi|enquiri|candl|burnt|demonstr|uniti|condemn|heartless|merciless|incid|promin|state|tejaswi|yadav|said|demon|raj|altogeth|incorrect|state|cloud|present|dai|laps|could|back|critic|atroci|shock|condemn|attempt|make|focu|toward|rectif|appear|sens|regeret,SOCIETY
fear|freez|mind,fear|anyth|freez|effect|mind|jiffi|sometim|situat|block|mental|abil|find|immedi|solut|critic|moment|on|return|complet|safe|danger|situat|certainli|on|readi|minded|time|variou|report|regard|appear|reptil|home|receiv|dai|dai|two|dai|ago|on|35|year|old|gurugram|woman|wholli|surpris|see|five|foot|long|male|indian|black|python|coil|kitchen|resid|pick|ga|lighter|ignit|burner|spott|someth|move|fright|life|took|least|ten|minut|recuper|sudden|dread|alert|husband|immedi|neighbour|accept|first|time|seen|reptil|life|also|first|time|python|found|citi|hous|presenc|mind|work|inform|author|concern|necessari|act|though|delai|much|late|got|know|woman|find|midst|python|bed|london|horribl|spectacl|english|woman|bewild|find|3|feet|python|side|bed|flat|kensington|west|london|also|fright|life|must|strong|heart|ladi|jump|bed|scream|shriek|catch|sight|curl|snake|dart|awai|room|forget|close|room|door|show|enough|courag|tackl|terribl|situat|similarli|time|ago|fashion|woman|suddenli|saw|monkei|stand|hous|start|cry|throatili|till|primat|run|awai|entranc|flat|third|storei|build|scream|full|intens|scare|monkei|said|option|yell|posit|luckili|work,SOCIETY
argument|need|sagac,commun|consider|definit|domin|mind|politician|reap|advantag|kind|think|peopl|also|aloof|effect|gone|dai|passeng|never|thought|convers|commun|angl|travel|train|realis|passeng|preferr|convers|commun|matter|polit|certainli|influenc|peopl|mind|much|pauciti|person|take|convers|right|direct|need|abil|argu|flabbi|bodi|moustach|bear|spectacl|man|seventi|seat|train|gener|bogi|seat|train|runn|signal|suggest|speed|either|slow|fast|on|could|sai|took|space|two|person|visibl|crowd|passeng|surg|stoppag|everi|new|entrant|urg|make|space|sitt|made|excus|extrem|knee|pain|look|older|ag|none|made|fuss|situat|indulg|unnecessari|argument|meanwhil|anoth|older|passeng|arriv|compart|brought|peopl|convers|differ|topic|ag|man|allai|tens|atmospher|attent|grabb|talk|strang|enough|plump|person|disagre|total|view|sagaci|man|refer|mythological|script|kabir|couplet|tulsida|chaupai|stori|hint|insight|reader|usual|find|panchatantra|tale|despit|intellig|logic|argument|pot|belli|man|heckl|continu|portli|man|envelop|talk|around|polit|opinion|pervad|countri|rush|word|express|word|annoi|passeng|laugh|point|realiti|muslim|still|influenc|result|mani|150|parliamentari|seat,SOCIETY
photograph|singl|largest|commun|india|censu|report,accord|latest|censu|report|photograph|singl|largest|commun|india|press|confer|organiz|new|delhi|censu|commission|india|dsl|ramaswami|said|collect|data|relat|commun|india|accord|popul|peopl|said|belong|photograph|commun|click|photo|instantli|said|even|categoriz|cast|system|lot|cast|photograph|commun|like|selfi|photograph|dslr|natur|peopl|etc|selfi|cast|major|sex|ratio|cast|also|impress|3000|girl|1000|boi|arriv|report|indian|polit|parti|alert|try|polar|photograph|vote|differ|tactic|bjp|chang|symbol|littl|bit|lotu|dslr|camera|congress|symbol|hand|also|hold|camera|mani|state|govern|distribut|free|camera|selfi|mobil|pleasur|photograph|commun|let|hope|commun|vote|develop|make|countri|beauti|like|beauti|collag,SOCIETY
